key,value
Garfield Logan,1
Karen Beecher,1
Mal Duncan,1
Raquel Ervin,1
Tye Longshadow,1
La'gaan (DCU),1
Dinah Lance,1
Barry Allen,1
Hal Jordan,1
John Stewart,1
Icon (DCU),1
Oliver Queen,1
Captain Marvel (DCU),1
Hawkgirl,1
Hawkman,1
Red Tornado,1
Doctor Fate,1
Arthur Curry,1
Ray Palmer,1
Jefferson Pierce,1
Captain Atom - Character,1
Lex Luthor,1
Ra's al Ghul,1
Mercy Graves,1
Queen Bee (DCU),1
Psimon,1
Klarion (DCU),1
Black Manta,1
Vandal Savage,1
Hyacinth Trevelyan,1
Sera (Dragon Age - brief mention),1
Raleigh Samson (mentioned),1
(everyone other than Samson or Maddox is a minor character),1
Ariel Lavellan,1
Oliver Trevelyan (Original Male Character) mention,1
Mother Ailis (Original Female Character),1
Elissa Cousland (Original Female Character),1
Mentions of Cullen - Character,1
and their lovely pupper,1
Kim Minseok | Xiumin,1
Lu Han,1
Kim Joonmyun | Suho,1
Wu Yi Fan | Kris,1
Huang Zi Tao | Tao,1
Jung Yonghwa,1
Mentioned Ensemble Cast,1
Anya (Dragon Age OC),1
Reyja Brosca,1
(zev will show up in chapter 8 just fyi),1
Aranea Highwind,1
Ardyn Izunia,1
Female Ryder,1
Jessica Amell(OC),1
River Tabris,1
Rikku (brief mention),1
Wakka (brief mention),1
Lulu (brief mention),1
Auron (brief mention),1
Yuna (brief mention),1
Carter (Dragon Age),1
Male Mage Adaar | Tar-Vash,1
Revered Mother Hevara,1
Mage Inquisitor Adaar,1
almost everyone is in this fic,1
but I ain't tagging them because they are all minor,1
and i dont want people trying to find fics w/ characters they want,1
and finding mine,1
and being disappointed,1
Alrea Lavellan,1
Wall-Eyed Sam,1
Imra Trevelyan,1
Knight enchanter Gerome,1
Lexy Theirin,1
Conor vallen,1
Lialya Mahariel,1
Male Orlesian Warden,1
Warden Caron,1
Female Hawke (background),1
Female Inquisitor (background),1
Maevaris Tilani (background),1
basically all of the inquisition at some point or another,1
First Enchanter Vivienne,1
Solas's Mother/Leanathy (OC),1
Thekla Family,1
Patsy Hawke,1
brief appearance by Dorian Pavus,1
Senna (Avatar),1
Blackfire,1
Terra,1
Ms. Harshwhinny,1
Octavia,1
Sonata Dusk,1
Aria Blaze,1
Riyo Chuchi,1
Barriss Offee,1
Juri Han,1
Kiryuuin Satsuki,1
Matoi Ryuuko,1
Tenoh Haruka | Sailor Uranus,1
Meiou Setsuna | Sailor Pluto,1
Kaiou Michiru | Sailor Neptune,1
Fox McCloud,1
Morrigan Aensland,1
Poison Ivy,1
Harleen Quinzel,1
Jasper (Steven Universe),1
Garnet (Steven Universe),1
Daria Morgendorffer,1
Jane Lane,1
Brittany Taylor,1
Kate Marsh,1
Makino Ruki | Rika Nonaka,1
Twilight Sparkle,1
Moondancer (My Little Pony),1
Sunset Shimmer,1
Principal Abacus Cinch,1
Fluttershy (My Little Pony),1
Ganondorf (Legend of Zelda),1
Mipha (Legend of Zelda),1
Souryuu Asuka Langley,1
Rei,1
Vaan,1
Flash Sentry,1
Pinkie Pie,1
Male My Unit | Avatar | Kamui | Corrin,1
Cassandra Cain,1
Stephanie Brown,1
Kusanagi Motoko,1
Helen Morgendorffer,1
Kurusu Akira,1
Takemi Tae,1
Menat,1
Rose (Street Fighter),1
Elena (Street Fighter),1
Urbosa (Legend of Zelda),1
Sakura Futaba,1
Okumura Haru,1
Cashmere Surana,1
(look most of the Inquisition shows up these guys just show up more),1
Rhaegar Targaryen,1
Aerys II Targaryen,1
Elia Martell,1
Rhaenys Targaryen,1
Rhaella Targaryen,1
The Dragon Commander,1
Lewyn Martell,1
Maxos,1
Jonothor Darry,1
Lyanna Stark,1
Eddard Stark,1
Lysa Tully,1
Walter Whent,1
Brynden Tully,1
Ashara Dayne,1
Hendry Bracken,1
Catelyn Tully Stark,1
Feyndir (oc),1
Atharil (oc),1
Jolly Old St. Nicholas,1
Garrett Hawke (Warrior),1
Male Lavellan Inquisitor,1
Lady Josephine,1
characters to be added - Character,1
Atisha Trevelyan,1
Anise | Kyra,1
Aeden Cousland,1
Delrin Barris's family,1
Avallac'h | Crevan Espane aep Caomhan Macha,1
Penelope Surana,1
Trans Male Lavellan,1
Crestwood - Character,1
Caer Bronach,1
Mother Mallol,1
Iander Lavellan,1
April Trevelyan,1
Dany Adaar,1
Leonard Trevelyan,1
Caera Aeducan,1
Cassandra P,1
Noam Willit (Dragon Age),1
Auburn (OC),1
Erutan | Kate Covington,1
Literally all of them because its kind of a run through but I don't want to clog up tags,1
Like everyone is in it,1
the whole Inner Circle,1
and a few other NPCs that need some love,1
I'm not gonna tag like a crazy person,1
Inquisitor!Carver - Character,1
Ahkmenrah (Night at the Museum),1
Eliot Spencer,1
Emilia Mac Tir,1
Mother Ailis,1
Asexual Dragonborn,1
Inquisitor's hand anchormark,1
Naheema Lavellan,1
dragons (dragon age),1
Elven Inquisitor - Character,1
Kon-El,1
Victor Borkowski,1
Santo Vaccarro,1
Rafael (OC),1
Original Rivaini Character(s),1
mentions of Inquisitor Adaar,1
Original House Targaryen Character(s),1
Nakota Tabris,1
and a very loyal doggo,1
Bad Templars - Character,1
original lavellan character,1
Ash'bellanar,1
Terrie,1
Faith Adessi (OC),1
Nonbinary Inquisitor (Dragon Age),1
Kraven the Hunter,1
Male Hawke | James,1
Ameridan Lavellan,1
Grim the Hound,1
Nettie Dinlaselan,1
some rude ass soldier,1
Avvar!Dorian - Character,1
levellan,1
alistair's rose - Character,1
Charlotte Trevi,1
Augur of Mystery (Dragon Age),1
Isena,1
Male Lavellan | Ameridan,1
a random stable boy,1
Gregoire,1
LOTS of other mentions - Character,1
broodmother (mention),1
The other Serault sibling,1
Adahlena lavellan,1
Baldr (Avvar OC),1
Groa (Avvar OC),1
Eleanor Trevelyan,1
Frey (Avvar OC),1
Astrid (Avvar OC),1
Warden Characters,1
Dwarf OC,1
Elf Warden Templar OC,1
Warden OC's,1
Seriously everyone and then some,1
That unfortunate looking mabari in Trespasser,1
Haming,1
Stormcloak(s),1
Vigilants of Stendarr,1
Vigilant Tyranus,1
Vigilant Adalvald,1
Keeper Carcette,1
Dinya Balu,1
Vingalmo,1
Ronthil,1
Rargal Thrallmaster,1
Garan Marethi,1
Agmaer,1
Lynly Star-Sung,1
Isran,1
Durak,1
Svana Far-Shield,1
Haelga,1
Niluva Hlaalu,1
Romlyn Dreth,1
Gunmar (Elder Scrolls),1
Hogni Red-Arm,1
Dexion Evicus,1
Hofgrir Horse-Crusher,1
Corpulus Vinius,1
Minette Vinius,1
Malkus,1
Keerava,1
Talen-Jei,1
Clinton Lylvieve,1
Azzada Lylvieve,1
Horgeir,1
Olda,1
Original Female Bosmer Character(s),1
Reachmen,1
Ainethach,1
Atar (Elder Scrolls),1
Lash gra-Dushnikh,1
Eltrys,1
Rhiada,1
Kleppr,1
Uraccen,1
Nepos the Nose,1
Grisvar the Unlucky,1
Braig,1
Thonar Silver-Blood,1
Degaine,1
Uaile,1
Odvan,1
Bothela,1
Vaermina,1
Wujeeta,1
Hroki,1
Molag Bal,1
Sorine Jurard,1
Nerien,1
Colette Marence,1
Faralda,1
Tolfdir,1
Phinis Gestor,1
Onmund,1
Septimus Signus,1
Original female orc character,1
Kodlak Whitemane,1
Skjor,1
Orthorn,1
The Caller (Elder Scrolls),1
Summoner,1
Arondil,1
Draugr - Character,1
Enthir,1
Jorgen (Elder Scrolls),1
Sissel (Elder Scrolls),1
Agni,1
Alva (Elder Scrolls),1
Hroggar,1
Helgi,1
Joric (Elder Scrolls),1
Idgrod the Younger,1
Lami (Elder Scrolls),1
Aeoin Tabris,1
Female Elf Mage,1
Mother Dorothea | Divine Justinia,1
Desi Fiore Trevelyan (OC),1
Nin Surana,1
as Kristoff,1
Leech (Dragon Age),1
Jana Tabris (not present just mentioned),1
their children,1
Leliana and the warden are mentioned,1
Sunshine Cadash,1
Lady Fluffy Paws,1
Dalish Elf Warden (Dragon Age),1
Avelahn,1
Ave - Character,1
Viscount of Kirkwall - Character,1
Beck Trevelyan,1
Knight Gilbert,1
Josephine (mentioned only),1
Varric (mentioned only),1
Sera (mentioned only),1
Leliana (mentioned only),1
Aurah Hawke,1
Calenhad Theirin,1
Mairyn Theirin,1
Marterel the Elusive,1
Aldenon,1
Warden's Child,1
dark Inquisitor - Character,1
With mention of Warden Mahariel,1
and Warden Alistair,1
Templars (Assassin's Creed),1
Instruments of the First Will,1
Maud (Dragon Age),1
Nathaniel Treveyan,1
Minor Original Character(s) - Character,1
Lyrium Paperweight,1
Red Scarf - Character,1
Trevelyan's Mother,1
Everybody eventually,1
dragon!Inquisitor,1
Ana,1
Dayora,1
OC elves,1
Gilbert Guerrin,1
Frederic de Rousseau,1
Kehdana,1
Arthur,1
Amalthea,1
Deshanna,1
Ewan,1
the entirety of the inquisitors circle at some point,1
Non-warden felmale Surana,1
Val (Outlast),1
General Tullius,1
Frodnar,1
Faendal,1
Camilla Valerius,1
Lucan Valerius,1
Hod (Elder Scrolls),1
Battle-Born Clan,1
Gray-Mane Clan,1
Farengar Secret-Fire,1
Jarl Balgruuf the Greater,1
Gerdur,1
Silverwynd (Oc - Spirit of Guidance: Thedas),1
Faris,1
Galen,1
Valtus Sintanus (Faris),1
Ventus Sintanus (Galen),1
Original Female Character - Not the Inquisitor,1
Goshawk Surana (Male Surana),1
Elodie Lavellan,1
Cosmo Adrian Trevelyan,1
Edo Phoenix | Aster Phoenix,1
Marufuji Ryou | Zane Truesdale,1
Koujaku (DRAMAtical Murder),1
Seragaki Aoba,1
Adrian Tepes | Alucard,1
Kieran (Shadowhunter Chronicles),1
Mark Blackthorn,1
Leon Orcot,1
Count D,1
Dorian Pavus (off camera),1
Cassandra (off camera),1
Itsuki Naoya,1
Renkotsu (InuYasha),1
Alicia Washington,1
Zacharie (OFF),1
Eala(oc),1
Mellard Amell,1
other people but I'm not gonna list them all srsly,1
And one time appearance by Cullen,1
Runil,1
Yoshioka Haru,1
Baron Humbert von Gikkingen,1
Coppertone (OFC),1
N-Sync (OFC),1
Alison Witwicky (OFC),1
Mikaela Banes,1
Adalhied Prime (OFC),1
Rowena Shepard (OFC),1
Rhys Shepard (OMC),1
Miko Nakadai,1
Wheeljack (Transformers),1
Amileah Trevelyan (OFC),1
Marianne (Strange Magic),1
Bog King (Strange Magic),1
Megatron (Transformers),1
Elita Tabris (OFC),1
Verana Cadash,1
Fen'Harel's Children,1
Worthy (Dragon Age),1
Warden Ally,1
Louis de Pointe du Lac,1
Lestat de Lioncourt,1
Negan (Walking Dead),1
Armand (Vampire Chronicles),1
Rose Hawke,1
Galen Lavellan,1
Original Non-Inquisitor Character - Character,1
Erin Cousland,1
Eva Lavellan,1
索拉斯,1
索拉斯(龙腾世纪),1
野精灵审判官(龙腾世纪),1
sporadic updates - Character,1
Non-Inquisitor Male Trevelyan,1
People of Haven,1
Arry Trevelyan,1
Sethannon (Inquisitor),1
Sethannon,1
Varric Thethras,1
Rylen's Heartsong,1
Fergus the Mabari Hound,1
nsfw - Character,1
Mahariel/Surana - Character,1
Male Mahariel/Male Surana - Character,1
Senior Warden Rioul,1
Warden Renee,1
Warden Jup,1
Warden Lint,1
Warden Paival,1
Warden Lucas,1
Warden Haskeer,1
Warden Fredrick,1
Warden Coilla,1
Warden Maeve,1
Inquisition inner circle,1
Isenama Lavellan,1
Lady Mantillon,1
Male Mage!Hawke,1
Voldemort (Harry Potter),1
Ravyne Cousland,1
Viola (OC),1
Robert Trevelyan,1
Ser Rodolphe,1
Unnamed Lavellan - Character,1
Aria - Character,1
Finn- character,1
Matthews- character,1
Caleghan,1
A multitude of original chatacters,1
Alarion Harbus,1
Fabius Galleban,1
Lucrecia Galleban,1
Lavinia,1
Nathan Prescott (Life is Strange),1
Dylan Rhodes,1
Carlton Lassiter,1
Zuko,1
Richard Grayson,1
Nightwing,1
"Thom ""Blackwall"" Rainier",1
Diplomats - Character,1
Cunning - Character,1
other slew of characters here,1
a multitude of OCs,1
dorf squad,1
Bryallyn Cousland,1
Kaytaryn Desmarais (OC),1
Devlyn Cashen (OC),1
Trinion (OC),1
Grayson (OC),1
Rhyan Meyrick (OC),1
Constant (mabari),1
just about everyone from Dragon Age: Origins,1
Additional Characters Mentioned - Character,1
Ellas,1
Bann Oswyn Sighard,1
Jasce Wolfsbane,1
Burren,1
Gerry,1
Issala,1
Nelaros (mentionned),1
Sundry rude mehanicals,1
A Very Stupid Templar,1
Mention Inquisitor,1
though not by name,1
avar,1
Original Dragon Age Characters,1
Canon Character Cameos,1
Original Seeker Character(s),1
Original Warden Character(s),1
Elf-blooded character,1
Alana Mahariel,1
Cole inquisition,1
Rosalea Lavellan,1
Athi Lavellan,1
Etain Lavellan (oc),1
Ellana Lavellan Inquisitor,1
Other Inquisition Characters,1
Midoriko (InuYasha),1
Adison Amell (Warden),1
Nonbinary Amell,1
Lorelai Trevelyan,1
Oliver Trevelyan,1
Transgender Inquisitor - Character,1
Coterie (Dragon Age Characters),1
Ryon MacAllister (OC),1
Colum Vael (OC),1
Duke Sandral Anaxas,1
Meghan Vael (OC),1
Catrin MacAllister (OC),1
Carolina MacAllister (OC),1
Eldric MacAllister (OC),1
Christian MacAllister (OC),1
Aidan Vael (OC),1
Alec Vael (OC),1
Ina Moss,1
Aurora Munroe,1
Vasaad,1
Original Alistair and Hawke Child(ren),1
Female Mage Inquistor,1
Wong (Marvel),1
Original Family - Character,1
Brian Harding,1
Mat Sella,1
Hugo Vega,1
Damien Bloodmarch,1
Cullen Smutt,1
Non-Inquisitor Female Trevelyan,1
Minister Bellise,1
AU Cullen Rutherford,1
Mentions of Varric Tethras,1
Isabela (Brief),1
Sebastian Vael (Brief),1
dorian is too precious,1
Male Draenei (Warcraft),1
Velen (Warcraft),1
Inquisitor Mage Trevelyan,1
Kahlan Rutherford,1
Aoife Rutherford,1
Dalish Warden Mage,1
Random KSE characters,1
Nero Vatia,1
Dex Vatia,1
Hino Rei,1
Josephine Montylet,1
domSolas - Character,1
Anyone I can get my grubby hands on,1
M! Hero of Ferelden,1
Satonaka Chie,1
Tatsumi Kanji,1
Elora Panagos,1
Orpheaus of Tevinter,1
Orpheaus,1
Talisman - Character,1
Gwenna Hawke - Character,1
Cassanda Pentaghast,1
Sybil Trevelyan,1
Others to be added as written,1
Ser Ruvena,1
Ser Hugh,1
Ser Paxley,1
Breton Dovahkiin | Dragonborn,1
Cahir (Dragon Age),1
Brief mentions of DA:O charas,1
Her Parents,1
Theresa (Fable),1
Madison Li,1
Guybrush Threepwood,1
Elaine Marley (Mentioned),1
Kefka Palazzo,1
Tina Branford | Terra Branford,1
Gestahl (Mentioned),1
"Macías ""Mash"" Rene Figaro | Sabin Rene Figaro",1
Kriss Ambers,1
America Singer,1
Maxon Schreave,1
Andy (Fallout),1
Stanley Armstrong,1
Male Hero of Brightwall,1
Logan (Fable),1
Hero of Bowerstone,1
Dog (Fable),1
Relm Arrowny,1
Edgar Roni Figaro,1
Helseth Hlaalu,1
Ashley (Until Dawn),1
Chris (Until Dawn),1
Edward Sallow,1
Joshua Graham (Fallout),1
Synth Shaun (Fallout),1
Revyn Sadri,1
"Edith ""Edie"" Finch",1
Sam Finch,1
Gregory Finch,1
Atlas (BioShock),1
Jack Ryan,1
Plus Max,1
Scout Radella,1
Kira Lavellan,1
Ishale (OC),1
Eluvean (OC),1
Hanan Lavellan,1
Bohran,1
Dante (DmC),1
Vergil (DmC),1
Nugget (Dragon Age),1
Abeytu Mahariel,1
everyone and their mother pretty much,1
Jim the Recruit (Dragon Age),1
Mother Hevara (Dragon Age),1
Albrecht the Toad,1
Galathan Lavellan,1
Eleven (Stranger Things),1
Threska Mahariel,1
Darjin(Mabari),1
warden mage,1
Gethan Tabris,1
Maire Clare Cassidy,1
Harillin Roth,1
More will be added - Character,1
Aidan Trevelyan,1
SI-Doctor,1
Tarleton Howe (Younger),1
Albert (Dragon Age),1
Warden's Mabari,1
Other Qunari,1
Arlessa the mabari,1
The Regular Cast of DAI Characters,1
OC Herald,1
OC Devin,1
forgotten ones (dragon age) - Character,1
And The Rest,1
Big scary-ass bird (OC),1
Layna Trevelyan,1
Shadow the Infamous Elven Agent,1
Francis Underwood,1
Claire Underwood,1
Edward Meechum,1
Lito Rodriguez,1
Hernando Fuentes,1
Daniela Velasquez,1
Rose Quartz (Steven Universe),1
Zack Siler,1
Freakazoid - Character,1
Hamilton Cast,1
Rosemary Cousland,1
Corbin Amell,1
others too small to justify adding,1
Ebrisa Trevelyan - Character,1
Male Trevelyan (OC),1
Male Non-Inquisitor Trevelyan,1
Female Non-Inquisitor Trevelyan(s),1
Templar Carver Hawke - Character,1
Son's of Elgar'nan,1
Warden Gabriel,1
Warden Jack,1
Warden Ana,1
First Enchanter Angela,1
reaper 76 - Character,1
Bennett Ansgot (Dragon Age: Realm of Serenity),1
Derek Willington (Dragon Age: Realm of Serenity),1
Siestra (Dragon Age: Realm of Serenity),1
Saliene Aluvar (Dragon Age: Realm of Serenity),1
Twin Mahariels,1
Original Theirin,1
Theirin OC,1
Female Theirin OC,1
Original Male Dog Character(s),1
Pazen Adaar,1
other minor mentions of characters maybe,1
Fen'Fael Assanathdar,1
Era'falon,1
Velius Adrastos,1
Virgarth Assanathdar,1
Korsan Adrastos,1
Female Alternative Inquisitor,1
Kid Adaar,1
Kable (Mabari),1
Thane Sunhair,1
Will add more later - Character,1
The evhenuris,1
The Old Ones,1
Rosala Lavellan,1
all the inner circle,1
Frostback Horse,1
Nakmor Drack,1
Y'shtola,1
Warriors of Darkness,1
Krile Mayer Baldesion,1
Theodosia Grant OC,1
Peter Venkman,1
Ray Stantz,1
Egon Spengler,1
Winston Zeddemore,1
Original Arainai Children,1
essilyn hawke,1
probably many more - Character,1
OC_Revanas,1
Original Characters for plot developement at the beginning,1
First Enchanter Wynne,1
Avvar!Cole - Character,1
uhhh idk lol?,1
Random Knights,1
Fastus,1
Tulin,1
Original Family Members,1
Lady Cousland,1
Prince Alistair,1
Doggos,1
Spirit(s) of Love (Dragon Age),1
various darktown residents,1
sub!Solas - Character,1
bi!Solas - Character,1
Allura (Voltron),1
Pidge (Voltron),1
Coran (Voltron),1
Zarkon (Voltron),1
image - Character,1
Solona as Orlesian Warden - Character,1
Fearlings - Character,1
mentions of minor ocs and minor characters,1
Angelique,1
Ancient Elvhen Lavellan - Character,1
Original Male Hawke,1
Corypheus/The Elder One,1
bran makes an appearance,1
assorted Kirkwall nobles,1
Unnamed elf,1
Magister Danarius,1
Elisara Tarael,1
mentions of Aveline,1
mentions of Elthina,1
mentions of Orsino,1
Original Character/Siael,1
the whole dragon age cast give or take a few,1
Migelo,1
Tomaj,1
Fang,1
Paddra Nsu-Yeul,1
Joel Lavellan,1
Joel's Mother,1
Alistair MacLeod (OC),1
Sophie MacLeod (OC),1
Nidi (Mabari),1
Warden Commander Andras,1
Seneschal Garavel,1
Urchin,1
The sturdy desk,1
Aliss Hawke,1
Misc OC's,1
Sava Brosca,1
Deshanna Istimaethoriel Lavellan (mention),1
Vivienne (Dragon Age) (mention),1
Roisin Lavellan,1
Female Mage Inquisitor (Dragon Age),1
original chantry sister,1
Zara lavellan,1
Original Elvhan Ha'hren,1
Step-mother elvhenan Noble,1
Andoral (Dragon Age),1
brief mentions of Great Aunt Lucille,1
brief mentions of Josephine's Family,1
Brief mentions of Trevelyan clan,1
Candy | Marguerite,1
blackwall warden,1
The DA:I cast,1
Thom the Prick,1
darling evelyn,1
a few orlesian ladies,1
a bit of flissa,1
some sera,1
Future characters to be added,1
Satele Shan,1
Nomen Karr,1
Darth Baras,1
Veradun | Darth Malgus,1
Nerevarine,1
Vivec,1
Uriel Septim VII,1
Older Lavellan,1
everybody in da:o,1
Senna,1
Senna's husband,1
Lykke Lavellan,1
Liakara Lavellan,1
additional characters as story progresses,1
there will be more characters showing up later,1
Original character's mabari- because I want one,1
Nicos (OC),1
Like 99 percent Cassandra,1
Constant thinking about Cassandra,1
have I mentioned cassandra,1
Cailin Therin,1
Spero,1
adaar's grandparents,1
Mentions of the DA:O cast,1
Mention of King Maric Theirin,1
Catriona Cousland,1
Male Tabris (Past),1
Messenger (Dragon Age: Origins - Awakening),1
